Year,Month,Date,Description,Category,Amount,Type,Bank,Card
2024,February,02/24/2024,SAFEWAY #1073,,-24.66,Credit,Chase,Prime
2024,February,02/22/2024,SAFEWAY #1073,,-16.53,Credit,Chase,Prime
2024,February,02/24/2024,CRICUT,,-9.99,Credit,Chase,Prime
2024,February,02/22/2024,TST* TOMS PANCAKE HOUSE,,-23.59,Credit,Chase,Prime
2024,February,02/24/2024,AMZN Mktp US*RW0X68Q72,,-27.99,Credit,Chase,Prime
2024,February,02/25/2024,AMZN Mktp US*RW28O3LW1,,-25.99,Credit,Chase,Prime
2024,February,02/25/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,February,02/25/2024,AMZN Mktp US*RZ40Q0000,,-19.79,Credit,Chase,Prime
2024,February,02/22/2024,FAIRYLOOT US,,-37.9,Credit,Chase,Prime
2024,February,02/20/2024,KFC C748019,,-30.99,Credit,Chase,Prime
2024,February,02/18/2024,SAFEWAY #1073,,-16.26,Credit,Chase,Prime
2024,February,02/19/2024,AUTOMATIC PAYMENT - THANK,,311.61,Credit,Chase,Prime
2024,February,02/18/2024,CARLS JR RESTAURANTS 8992,,-3.99,Credit,Chase,Prime
2024,February,02/18/2024,Amazon.com*RI9QJ5J21,,-6.65,Credit,Chase,Prime
2024,February,02/18/2024,STEAMGAMES.COM 4259522985,,-9.99,Credit,Chase,Prime
2024,February,02/15/2024,MUD BAY BEAVERTON TOWN SQ,,-61.99,Credit,Chase,Prime
2024,February,02/15/2024,ASIAN FOOD CENTER,,-18.47,Credit,Chase,Prime
2024,February,02/15/2024,FRED MEYER 0035,,-5.69,Credit,Chase,Prime
2024,February,02/15/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,February,02/15/2024,UWAJIMAYA,,-4.38,Credit,Chase,Prime
2024,February,02/16/2024,ETSY  INC.,,-10.94,Credit,Chase,Prime
2024,February,02/14/2024,COSTCO GAS #0009,,-38.23,Credit,Chase,Prime
2024,February,02/13/2024,SAFEWAY #1073,,-28.34,Credit,Chase,Prime
2024,February,02/13/2024,SAFEWAY #1073,,-2.0,Credit,Chase,Prime
2024,February,02/13/2024,AMZN Mktp US*RB19L98O1,,-13.99,Credit,Chase,Prime
2024,February,02/12/2024,COSTCO WHSE #0009,,-36.75,Credit,Chase,Prime
2024,February,02/12/2024,COSTCO WHSE #0009,,-13.89,Credit,Chase,Prime
2024,February,02/12/2024,FRED MEYER 0035,,-9.98,Credit,Chase,Prime
2024,February,02/09/2024,TST* DIN TAI FUNG - WASHI,,-71.98,Credit,Chase,Prime
2024,February,02/10/2024,Kindle Unltd*RB1VN1AA1,,-11.99,Credit,Chase,Prime
2024,February,02/08/2024,GOODWILL OF GRIFFITH PARK,,-2.45,Credit,Chase,Prime
2024,February,02/09/2024,PANDA EXPRESS #694,,-8.9,Credit,Chase,Prime
2024,February,02/08/2024,FEDEX OFFIC59000059022,,-0.76,Credit,Chase,Prime
2024,February,02/08/2024,TJMAXX #0343,,-36.96,Credit,Chase,Prime
2024,February,02/08/2024,NEW SEASONS MARKET,,-5.98,Credit,Chase,Prime
2024,February,02/08/2024,Amazon.com*RB9DF01X2,,-5.54,Credit,Chase,Prime
2024,February,02/07/2024,ETSY  INC.,,-33.44,Credit,Chase,Prime
2024,February,02/06/2024,AMZN Mktp US*RB9RI11Y0,,-8.99,Credit,Chase,Prime
2024,February,02/04/2024,Oregon Symphony,,-110.0,Credit,Chase,Prime
2024,February,02/03/2024,ASIAN FOOD CENTER,,-18.23,Credit,Chase,Prime
2024,February,02/05/2024,FAIRYLOOT US,,-34.9,Credit,Chase,Prime
2024,February,02/03/2024,COSTCO WHSE #0009,,-96.76,Credit,Chase,Prime
2024,February,02/02/2024,SAFEWAY #1073,,-45.11,Credit,Chase,Prime
2024,February,02/01/2024,BARNES &amp; NOBLE #3413,,22.0,Credit,Chase,Prime
2024,February,02/01/2024,MI LINDA PUEBLA,,-14.32,Credit,Chase,Prime
2024,February,02/01/2024,SQ *PIP'S ORIGINAL DOUGHN,,-18.34,Credit,Chase,Prime
2024,January,01/31/2024,MULTNOMAH FALLS,,25.99,Credit,Chase,Prime
2024,January,01/31/2024,MULTNOMAH FALLS,,-25.99,Credit,Chase,Prime
2024,January,01/31/2024,CARVER CAFE INC.,,-42.45,Credit,Chase,Prime
2024,January,01/30/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/29/2024,PANDA EXPRESS #694,,-14.6,Credit,Chase,Prime
2024,January,01/29/2024,PANDA EXPRESS #694,,-10.4,Credit,Chase,Prime
2024,January,01/28/2024,SQ *UR MEDITERRANEAN REST,,-15.0,Credit,Chase,Prime
2024,January,01/26/2024,TST* TOMS PANCAKE HOUSE,,-40.78,Credit,Chase,Prime
2024,January,01/25/2024,THE HOME DEPOT 4018,,-14.41,Credit,Chase,Prime
2024,January,01/26/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/26/2024,Amazon Prime*R01VT5WJ0,,-6.99,Credit,Chase,Prime
2024,January,01/25/2024,BARNES&amp;NOBLE PAPERSOURCE,,-44.0,Credit,Chase,Prime
2024,January,01/24/2024,Amazon.com*R87TA5UK1,,-24.99,Credit,Chase,Prime
2024,January,01/25/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,January,01/25/2024,AMZN Mktp US*R81NB8YF1,,-29.77,Credit,Chase,Prime
2024,January,01/24/2024,CRICUT,,-9.99,Credit,Chase,Prime
2024,January,01/22/2024,ROSS STORES #1038,,-19.99,Credit,Chase,Prime
2024,January,01/23/2024,AMZN Mktp US*R86LF4IN2,,-11.55,Credit,Chase,Prime
2024,January,01/22/2024,MCDONALD'S F2160,,-2.4,Credit,Chase,Prime
2024,January,01/22/2024,MCDONALD'S F2160,,-3.9,Credit,Chase,Prime
2024,January,01/21/2024,SAFEWAY #1073,,-62.0,Credit,Chase,Prime
2024,January,01/23/2024,Amazon.com*R01MK3M20,,-49.0,Credit,Chase,Prime
2024,January,01/21/2024,FRED MEYER 0035,,-10.97,Credit,Chase,Prime
2024,January,01/18/2024,FAIRYLOOT US,,-37.9,Credit,Chase,Prime
2024,January,01/15/2024,SAFEWAY #1073,,-73.93,Credit,Chase,Prime
2024,January,01/15/2024,TRADER JOE S #141,,-26.18,Credit,Chase,Prime
2024,January,01/15/2024,COSTCO GAS #0009,,-27.26,Credit,Chase,Prime
2024,January,01/15/2024,BATTERIES PLUS #0212,,-14.94,Credit,Chase,Prime
2024,January,01/12/2024,GOODWILL OF GRIFFITH PARK,,-12.96,Credit,Chase,Prime
2024,January,01/12/2024,TST* TOMS PANCAKE HOUSE,,-29.81,Credit,Chase,Prime
2024,January,01/10/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/10/2024,Kindle Unltd*RT7TY34N2,,-11.99,Credit,Chase,Prime
2024,January,01/09/2024,TRADER JOE S #141,,-3.79,Credit,Chase,Prime
2024,January,01/09/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/08/2024,MERCARI888-325-2168,,-30.5,Credit,Chase,Prime
2024,January,01/07/2024,SQ *BINARYBREWING.CO,,-14.0,Credit,Chase,Prime
2024,January,01/04/2024,MUD BAY BEAVERTON TOWN SQ,,-61.99,Credit,Chase,Prime
2024,January,01/04/2024,HONEYBAKED HAM CO. 2600-P,,-3.0,Credit,Chase,Prime
2024,January,01/06/2024,Payment Thank You-Mobile,,2362.83,Credit,Chase,Prime
2024,January,01/04/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/04/2024,UWAJIMAYA,,-24.49,Credit,Chase,Prime
2024,January,01/04/2024,WL *Steam Purchase,,-7.49,Credit,Chase,Prime
2024,January,01/01/2024,CARLS JR RESTAURANTS 8992,,-12.98,Credit,Chase,Prime
2023,December,12/31/2023,SQ *SALT &amp; STRAW,,-14.55,Credit,Chase,Prime
2023,December,12/28/2023,USPS PO 4006880100,,-15.75,Credit,Chase,Prime
2023,December,12/28/2023,RED ROBIN NO 41,,-46.56,Credit,Chase,Prime
2023,December,12/28/2023,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2023,December,12/28/2023,FEDEX OFFIC59000059022,,-0.57,Credit,Chase,Prime
2023,December,12/27/2023,FEDEX OFFIC59000059022,,-3.99,Credit,Chase,Prime
2023,December,12/27/2023,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2023,December,12/27/2023,THE UPS STORE 859,,-3.5,Credit,Chase,Prime
2023,December,12/26/2023,Amazon Prime*FI5293YG3,,-6.99,Credit,Chase,Prime
2023,December,12/26/2023,STEAMGAMES.COM 4259522985,,-33.99,Credit,Chase,Prime
2023,December,12/25/2023,ETSY  INC.,,-70.15,Credit,Chase,Prime
2023,December,12/24/2023,CRICUT,,-9.99,Credit,Chase,Prime
2023,December,12/25/2023,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2023,December,12/23/2023,Etsy.com - FujeJewellery,,-31.84,Credit,Chase,Prime
2023,December,12/23/2023,TST* PRIME TAPHOUSE - WES,,-49.99,Credit,Chase,Prime
2023,December,12/21/2023,COSTCO WHSE #0009,,-9.95,Credit,Chase,Prime
2023,December,12/20/2023,TJMAXX #0343,,-122.01,Credit,Chase,Prime
2023,December,12/20/2023,FASTRAK VIOLATION CENT,,-7.0,Credit,Chase,Prime
2023,December,12/21/2023,COMCAST CALIFORNIA,,6.94,Credit,Chase,Prime
2023,December,12/19/2023,COSTCO GAS #0009,,-41.42,Credit,Chase,Prime
2023,December,12/19/2023,AMZN Mktp US*6377Y8LB3,,-99.24,Credit,Chase,Prime
2023,December,12/19/2023,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2023,December,12/19/2023,AUTOMATIC PAYMENT - THANK,,1248.24,Credit,Chase,Prime
2023,December,12/19/2023,STEAMGAMES.COM 4259522985,,-19.78,Credit,Chase,Prime
2023,December,12/15/2023,FTD* ANDREWS FLOWERS,,-25.0,Credit,Chase,Prime
2023,December,12/15/2023,STARBUCKS STORE 14028,,-5.25,Credit,Chase,Prime
2023,December,12/15/2023,OFFICE DEPOT #3369,,-6.99,Credit,Chase,Prime
2023,December,12/13/2023,SEVEN FEATHERS TRUCK &amp;,,-32.23,Credit,Chase,Prime
2023,December,12/13/2023,SEVEN FEATHERS TRUCK &amp;,,-8.68,Credit,Chase,Prime
2023,December,12/14/2023,SQ *BOXER RAMEN,,-38.5,Credit,Chase,Prime
2023,December,12/13/2023,MARATHON PETRO249763,,-27.51,Credit,Chase,Prime
2023,December,12/13/2023,PET FOOD EXPRESS 3076,,-18.0,Credit,Chase,Prime
2023,December,12/12/2023,LOWES #01087*,,-5.04,Credit,Chase,Prime
2023,December,12/11/2023,LOWES #01087*,,6.12,Credit,Chase,Prime
2023,December,12/12/2023,COSTCO GAS #0765,,-20.05,Credit,Chase,Prime
2023,December,12/12/2023,FAIRYLOOT US,,-36.9,Credit,Chase,Prime
2023,December,12/12/2023,TST* BRICKYARD COUNTER &amp;,,-36.56,Credit,Chase,Prime
2023,December,12/11/2023,CAR-IZMA AUTO SPA - CAMER,,-26.99,Credit,Chase,Prime
2023,December,12/12/2023,AMZN Mktp US*CR3LI5RG3,,-25.14,Credit,Chase,Prime
2023,December,12/10/2023,LOWES #01087*,,-26.55,Credit,Chase,Prime
2023,December,12/10/2023,BARNES &amp; NOBLE CAFE 3300,,-13.93,Credit,Chase,Prime
2023,December,12/10/2023,AMZN Mktp US*JT0M80GH3,,-12.79,Credit,Chase,Prime
2023,December,12/10/2023,COSTCO GAS #0765,,-49.32,Credit,Chase,Prime
2023,December,12/09/2023,CHEVRON 0372025,,-7.5,Credit,Chase,Prime
2023,December,12/08/2023,DOLLAR TREE,,-9.04,Credit,Chase,Prime
2023,December,12/08/2023,SAFEWAY #1618,,-13.5,Credit,Chase,Prime
2023,December,12/06/2023,GOLDORADO ANIMAL HOSPI,,-35.03,Credit,Chase,Prime
2023,December,12/06/2023,IN-N-OUT PLACERVILLE,,-17.0,Credit,Chase,Prime
2023,December,12/05/2023,LAZY DOG RESTAURANT 23,,-79.15,Credit,Chase,Prime
2023,December,12/03/2023,TWBONKERS TOY &amp; CANDY EMP,,-6.48,Credit,Chase,Prime
2023,December,12/05/2023,FAIRYLOOT US,,-34.9,Credit,Chase,Prime
2023,December,12/04/2023,TJ MAXX #094,,-32.15,Credit,Chase,Prime
2023,December,12/03/2023,THE HOME DEPOT 6675,,-27.55,Credit,Chase,Prime
2023,December,12/03/2023,IN-N-OUT FOLSOM,,-17.62,Credit,Chase,Prime
2023,November,11/30/2023,STAPLES       00113787,,-0.25,Credit,Chase,Prime
2023,December,12/01/2023,TJ MAXX #094,,-42.88,Credit,Chase,Prime
2023,December,12/02/2023,THAI PARADISE EDH,,-53.81,Credit,Chase,Prime
2023,November,11/30/2023,THE UPS STORE 4924,,-30.0,Credit,Chase,Prime
2023,November,11/29/2023,EL DORADO DISPOSAL (PL,,-81.03,Credit,Chase,Prime
2023,November,11/30/2023,Amazon.com*L11ON7BU3,,-9.92,Credit,Chase,Prime
2023,November,11/29/2023,IN-N-OUT FOLSOM,,-19.99,Credit,Chase,Prime
2023,November,11/29/2023,DOLLAR TREE,,-8.04,Credit,Chase,Prime
2023,November,11/28/2023,KEYMELOCKSMITHS.COM,,18.21,Credit,Chase,Prime
2023,November,11/27/2023,COLDSTONE 20363,,-17.74,Credit,Chase,Prime
2023,November,11/27/2023,BIG LOTS STORES - #1987,,-10.39,Credit,Chase,Prime
2023,November,11/26/2023,BEL AIR #524,,-24.54,Credit,Chase,Prime
2023,November,11/27/2023,THAI PARADISE EDH,,-45.92,Credit,Chase,Prime
2023,November,11/27/2023,KEYMELOCKSMITHS.COM,,-18.21,Credit,Chase,Prime
2023,November,11/26/2023,Amazon.com*H582G8W83,,-19.79,Credit,Chase,Prime
2023,November,11/26/2023,Amazon Prime*QJ88F2G73,,-7.5,Credit,Chase,Prime
2023,November,11/26/2023,AMZN Mktp US*2V5QB6L13,,-18.07,Credit,Chase,Prime
2023,November,11/27/2023,COMCAST CALIFORNIA,,-25.0,Credit,Chase,Prime
2023,November,11/25/2023,STEAMGAMES.COM 4259522985,,-36.82,Credit,Chase,Prime
2023,November,11/25/2023,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2023,November,11/24/2023,STEVENS CREEK SURPLUS D,,-112.38,Credit,Chase,Prime
2023,November,11/24/2023,CRICUT,,-369.0,Credit,Chase,Prime
2023,November,11/24/2023,GULF OIL 92065661,,-28.75,Credit,Chase,Prime
2023,November,11/24/2023,BARNES &amp; NOBLE #1944,,-32.8,Credit,Chase,Prime
2023,November,11/23/2023,IN-N-OUT SUNNYVALE,,-8.62,Credit,Chase,Prime
2023,November,11/21/2023,LOPEZ TAQUERIA,,-27.21,Credit,Chase,Prime
2023,November,11/21/2023,CHEVRON 0306695,,-28.44,Credit,Chase,Prime
2023,November,11/21/2023,PILOT_00168,,-42.77,Credit,Chase,Prime
2023,November,11/21/2023,SUNNYVALE SMOG CENTER,,-58.0,Credit,Chase,Prime
2023,November,11/21/2023,PETCO 0270,,-19.62,Credit,Chase,Prime
2023,November,11/20/2023,DUTCH BROS OR0705 GRANTSP,,-15.2,Credit,Chase,Prime
2023,November,11/20/2023,COSTCO GAS #0017,,-17.98,Credit,Chase,Prime
2023,November,11/21/2023,MERCARI888-325-2168,,-74.3,Credit,Chase,Prime
2023,November,11/19/2023,AUTOMATIC PAYMENT - THANK,,610.44,Credit,Chase,Prime
2023,November,11/18/2023,HMART - PORTLAND,,-5.18,Credit,Chase,Prime
2023,November,11/16/2023,TST* LITTLE BIG BURGER,,-19.5,Credit,Chase,Prime
2023,November,11/13/2023,FAIRYLOOT US,,-121.4,Credit,Chase,Prime
2023,November,11/09/2023,MERCARI888-325-2168,,-190.0,Credit,Chase,Prime
2023,November,11/09/2023,AMZN Mktp US*Z37GT0TA3,,-15.97,Credit,Chase,Prime
2023,November,11/08/2023,COSTCO WHSE #0009,,-126.43,Credit,Chase,Prime
2023,November,11/06/2023,ROSS STORES #399,,-25.96,Credit,Chase,Prime
2023,November,11/07/2023,BARNES &amp; NOBLE #3413,,-92.97,Credit,Chase,Prime
2023,November,11/06/2023,Amazon.com*XB4QK3FA3,,-19.79,Credit,Chase,Prime
2023,November,11/06/2023,AMZN Mktp US*JW2UN5JD3,,-4.63,Credit,Chase,Prime
2023,November,11/01/2023,MUD BAY BEAVERTON TWN SQ,,-61.99,Credit,Chase,Prime
2023,November,11/01/2023,FRED MEYER 0035,,-24.26,Credit,Chase,Prime
2023,October,10/26/2023,Amazon Prime*3U06V1Q93,,-7.5,Credit,Chase,Prime
2023,October,10/26/2023,PAYPAL *ALEXISMBONHAM,,-125.0,Credit,Chase,Prime
2023,October,10/25/2023,TJMAXX #0343,,-15.99,Credit,Chase,Prime
2023,October,10/25/2023,TOPAZ FARM,,-23.52,Credit,Chase,Prime
2023,October,10/24/2023,DAVES HOT CHICKEN 1022,,-12.58,Credit,Chase,Prime
2023,October,10/23/2023,TJMAXX #0343,,7.99,Credit,Chase,Prime
2023,October,10/23/2023,TST* Batter Up,,-16.15,Credit,Chase,Prime
2023,October,10/25/2023,DOORDASH DASHPASS,,-9.99,Credit,Chase,Prime
2023,October,10/23/2023,BEST TERIYAKI,,-13.75,Credit,Chase,Prime
2023,October,10/23/2023,TJMAXX #0343,,-38.97,Credit,Chase,Prime
2023,October,10/21/2023,THE HOME DEPOT 4018,,-17.52,Credit,Chase,Prime
2023,October,10/20/2023,COSTCO WHSE #0009,,-2.68,Credit,Chase,Prime
2023,October,10/20/2023,THE HOME DEPOT 4018,,6.28,Credit,Chase,Prime
2023,October,10/20/2023,THE HOME DEPOT 4018,,-41.13,Credit,Chase,Prime
2023,October,10/20/2023,TST* BUBBLE N TEA LLC,,-6.0,Credit,Chase,Prime
2023,October,10/21/2023,TJMAXX #0343,,-123.89,Credit,Chase,Prime
2023,October,10/20/2023,THE HOME DEPOT 4018,,-20.09,Credit,Chase,Prime
2023,October,10/19/2023,AUTOMATIC PAYMENT - THANK,,1659.25,Credit,Chase,Prime
2023,October,10/10/2023,Amazon.com*TE01L2960,,-120.99,Credit,Chase,Prime
2023,October,10/10/2023,AMZN Mktp US*TE53U0942,,-135.38,Credit,Chase,Prime
2023,October,10/09/2023,THE HOME DEPOT 4001,,29.98,Credit,Chase,Prime
2023,October,10/04/2023,CARLS JR RESTAURANTS 8992,,-4.99,Credit,Chase,Prime
2023,October,10/02/2023,COLOR ME MINE - HILLSBORO,,-91.1,Credit,Chase,Prime
2023,September,09/26/2023,Amazon Prime*T12JW65M0,,-7.5,Credit,Chase,Prime
2023,September,09/24/2023,DD DOORDASH XINDINGDU,,-30.98,Credit,Chase,Prime
2023,September,09/24/2023,DOORDASH DASHPASS,,-9.99,Credit,Chase,Prime
2023,September,09/23/2023,STEAMGAMES.COM 4259522985,,-29.99,Credit,Chase,Prime
2023,September,09/21/2023,WAL-MART #5993,,-28.86,Credit,Chase,Prime
2023,September,09/21/2023,PANDA EXPRESS #1139,,-9.9,Credit,Chase,Prime
2023,September,09/21/2023,AMZN Mktp US*TX0F80UE0,,-12.98,Credit,Chase,Prime
2023,September,09/19/2023,THE HOME DEPOT 4018,,-45.94,Credit,Chase,Prime
2023,September,09/20/2023,RED ROBIN NO 41,,-47.44,Credit,Chase,Prime
2023,September,09/18/2023,AMZN Mktp US*TX0OT26E2,,-198.98,Credit,Chase,Prime
2023,September,09/18/2023,AMZN Mktp US*TX3XY1HR0,,-74.19,Credit,Chase,Prime
2023,September,09/18/2023,AMZN Mktp US*TX0TA45E0,,-16.6,Credit,Chase,Prime
2023,September,09/16/2023,COSTCO WHSE #0009,,-6.97,Credit,Chase,Prime
2023,September,09/16/2023,IKEA PORTLAND,,-138.0,Credit,Chase,Prime
2023,September,09/13/2023,HOMEDEPOT.COM,,-340.56,Credit,Chase,Prime
2023,September,09/12/2023,CARLS JR RESTAURANTS 8992,,-6.0,Credit,Chase,Prime
2023,September,09/13/2023,PANDA EXPRESS 1221,,-19.2,Credit,Chase,Prime
2023,September,09/12/2023,DD DOORDASH SICHUANTA,,-14.46,Credit,Chase,Prime
2023,September,09/12/2023,DD DOORDASH TASTYCORN,,-16.29,Credit,Chase,Prime
2023,September,09/11/2023,MUD BAY BEAVERTON TWN SQ,,-61.99,Credit,Chase,Prime
2023,September,09/10/2023,GOODWILL OF HALSEY,,-10.97,Credit,Chase,Prime
2023,September,09/10/2023,TARGET        00025239,,-23.99,Credit,Chase,Prime
2023,September,09/10/2023,AMZN Mktp CA*TR3SG7M12,,-13.42,Credit,Chase,Prime
2023,September,09/10/2023,AMZN Mktp CA*TR1SJ6X82,,-37.11,Credit,Chase,Prime
2023,September,09/10/2023,EL CAMPESINO PORTLAND,,-30.78,Credit,Chase,Prime
2023,September,09/10/2023,SQ *SALT&amp;PEPPER PERUMEX L,,-51.0,Credit,Chase,Prime
2023,September,09/08/2023,AMZN Mktp US*TR1RX9ZO0,,-30.87,Credit,Chase,Prime
2023,September,09/08/2023,AMZN Mktp US*TR43C2NG2,,-21.99,Credit,Chase,Prime
2023,September,09/08/2023,AMZN Mktp US,,45.99,Credit,Chase,Prime
2023,September,09/06/2023,STEAMGAMES.COM 4259522985,,-69.99,Credit,Chase,Prime
2023,September,09/05/2023,DD DOORDASH PRIMETAPH,,-15.57,Credit,Chase,Prime
2023,September,09/06/2023,ANC*ANCESTRY.COM,,-69.95,Credit,Chase,Prime
2023,September,09/05/2023,COSTCO GAS #0009,,-53.38,Credit,Chase,Prime
2023,September,09/05/2023,AMZN Mktp US*TL02679M2,,-45.99,Credit,Chase,Prime
2023,September,09/05/2023,DD DOORDASH PRIMETAPH,,-13.65,Credit,Chase,Prime
2023,September,09/05/2023,AMZN Mktp US*TL0YG7SY2,,-45.99,Credit,Chase,Prime
2023,September,09/03/2023,Amazon.com*TL8WC64Y1,,-119.99,Credit,Chase,Prime
2023,September,09/02/2023,AMZN Mktp US*TL1VV9TQ0,,-8.78,Credit,Chase,Prime
2023,September,09/02/2023,AMZN Mktp US*TL3VU1TV0,,-5.94,Credit,Chase,Prime
2023,September,09/02/2023,Payment Thank You - Web,,3939.97,Credit,Chase,Prime
2023,September,09/01/2023,SQ *SALT&amp;PEPPER PERUMEX L,,-27.5,Credit,Chase,Prime
2023,August,08/31/2023,Etsy.com - LilacLibrarys,,-193.81,Credit,Chase,Prime
2023,August,08/31/2023,ROVENTE PIZZERIA - BEAVER,,-20.5,Credit,Chase,Prime
2023,August,08/28/2023,WL *Steam Purchase,,-19.99,Credit,Chase,Prime
2023,August,08/27/2023,ROSS STORES #1038,,-57.34,Credit,Chase,Prime
2023,August,08/27/2023,AMZN Mktp US*T36YH3PF0,,-36.99,Credit,Chase,Prime
2023,August,08/27/2023,TJMAXX #0343,,-27.98,Credit,Chase,Prime
2023,August,08/27/2023,AMZN Mktp US*T30N475J2,,-3.0,Credit,Chase,Prime
2023,August,08/28/2023,AMZN Mktp US*T37B96X10,,-13.99,Credit,Chase,Prime
2023,August,08/28/2023,AMZN Mktp US*T360Y0BT2,,-37.58,Credit,Chase,Prime
2023,August,08/25/2023,TST* BUBBLE N TEA LLC,,-13.75,Credit,Chase,Prime
2023,August,08/25/2023,COSTCO WHSE #0009,,-11.99,Credit,Chase,Prime
2023,August,08/25/2023,WWW COSTCO COM,,-1577.39,Credit,Chase,Prime
2023,August,08/26/2023,USPS CHANGE OF ADDRESS,,-1.1,Credit,Chase,Prime
2023,August,08/25/2023,WWW COSTCO COM,,-352.59,Credit,Chase,Prime
2023,August,08/26/2023,USPS CHANGE OF ADDRESS,,-1.1,Credit,Chase,Prime
2023,August,08/26/2023,AMZN Mktp US*T39WF3XP2,,-18.99,Credit,Chase,Prime
2023,August,08/25/2023,DD DOORDASH THESHOWCH,,-11.21,Credit,Chase,Prime
2023,August,08/26/2023,COSTCO WHSE #0009,,20.98,Credit,Chase,Prime
2023,August,08/26/2023,Amazon Prime*T37767PU2,,-7.5,Credit,Chase,Prime
2023,August,08/25/2023,DD DOORDASH THESHOWCH,,-9.71,Credit,Chase,Prime
2023,August,08/25/2023,AMZN Mktp US*T33P17CK0,,-48.6,Credit,Chase,Prime
2023,August,08/25/2023,COSTCO WHSE #0009,,-39.88,Credit,Chase,Prime
2023,August,08/24/2023,DOLLAR TREE,,-8.75,Credit,Chase,Prime
2023,August,08/24/2023,Amazon.com,,35.45,Credit,Chase,Prime
2023,August,08/24/2023,AMZN Mktp US,,45.0,Credit,Chase,Prime
2023,August,08/22/2023,OFFICE DEPOT #3369,,-26.19,Credit,Chase,Prime
2023,August,08/23/2023,COSTCO GAS #0009,,-52.36,Credit,Chase,Prime
2023,August,08/21/2023,COSTCO WHSE #0009,,-226.32,Credit,Chase,Prime
2023,August,08/21/2023,DD DOORDASH THESHOWCH,,-22.9,Credit,Chase,Prime
2023,August,08/19/2023,BATH AND BODY WORKS 5447,,-42.9,Credit,Chase,Prime
2023,August,08/17/2023,SAFEWAY #4333,,-7.99,Credit,Chase,Prime
2023,August,08/19/2023,COSTCO GAS #0682,,-43.25,Credit,Chase,Prime
2023,August,08/19/2023,COSTCO WHSE #0009,,-115.67,Credit,Chase,Prime
2023,August,08/19/2023,MUD BAY BEAVERTON TWN SQ,,-24.48,Credit,Chase,Prime
2023,August,08/15/2023,TJ MAXX #1110,,-18.97,Credit,Chase,Prime
2023,August,08/15/2023,MUD BAY CORVALLIS,,-49.96,Credit,Chase,Prime
2023,August,08/14/2023,SAFEWAY #4333,,-4.99,Credit,Chase,Prime
2023,August,08/14/2023,COSTCO GAS #0765,,-40.76,Credit,Chase,Prime
2023,August,08/13/2023,TST* Grid Bar &amp; Grill - K,,-54.51,Credit,Chase,Prime
2023,August,08/14/2023,COSTCO GAS #1287,,-53.46,Credit,Chase,Prime
2023,August,08/10/2023,IN N OUT BURGER 229,,-17.62,Credit,Chase,Prime
2023,August,08/10/2023,DSW FOLSOM GATEWAY,,-27.57,Credit,Chase,Prime
2023,August,08/10/2023,SAFEWAY #1592,,-61.24,Credit,Chase,Prime
2023,August,08/10/2023,COSTCO GAS #0765,,-25.72,Credit,Chase,Prime
2023,August,08/09/2023,COURSRAAFZDY1QSY106F2,,49.0,Credit,Chase,Prime
2023,August,08/08/2023,THE HOME DEPOT 1085,,-26.5,Credit,Chase,Prime
2023,August,08/08/2023,THE HOME DEPOT 1085,,-48.93,Credit,Chase,Prime
2023,August,08/04/2023,COURSRAAFZDY1QSY106F2,,49.0,Credit,Chase,Prime
2023,August,08/07/2023,IN N OUT BURGER 229,,-20.26,Credit,Chase,Prime
2023,August,08/08/2023,66 STANDARD PLUMBING,,-21.55,Credit,Chase,Prime
2023,August,08/05/2023,U-HAULHILLSBORO WEST SELF,,12.0,Credit,Chase,Prime
2023,August,08/05/2023,U-HAULHILLSBORO WEST SELF,,7.0,Credit,Chase,Prime
2023,August,08/07/2023,COSTCO GAS #0765,,-53.72,Credit,Chase,Prime
2023,August,08/05/2023,U-HAULHILLSBORO WEST SELF,,-7.0,Credit,Chase,Prime
2023,August,08/05/2023,COSTCO GAS #0682,,-33.81,Credit,Chase,Prime
2023,August,08/05/2023,COSTCO WHSE #0009,,-4.48,Credit,Chase,Prime
2023,August,08/04/2023,COURSRAAFZDY1QSY106F2,,-49.0,Credit,Chase,Prime
2023,August,08/03/2023,U-HAUL STORAGE OF CORVALL,,-13.95,Credit,Chase,Prime
2023,August,08/03/2023,ROBNETT'S HARDWARE,,-5.49,Credit,Chase,Prime
2023,August,08/04/2023,TASTE OF SICHUAN,,-53.85,Credit,Chase,Prime
